"site","year","sample_id","known_nest","nest_id","species","lat","long","num_obs"
"Nanse","2022",45,"no",508,"Roseate Spoonbill",26.1028578710998,-80.4971787913188,1
"Nanse","2022",46,"yes",1062,"White Ibis",26.1034151542645,-80.4963267046576,2
"Nanse","2022",47,"yes",1503,"Great Egret",26.1052048586347,-80.4972163707605,2
"Nanse","2022",48,"yes",949,"White Ibis",26.1026253419789,-80.4965408572544,2
"Nanse","2022",49,"no",3115,"White Ibis",26.101997050412,-80.4964889298567,1
"Nanse","2022",50,"yes",887,"Great Egret",26.1037472693815,-80.4965723849025,2
"CypressCity","2022",1,"yes",338,"Great Egret",26.1238753843354,-80.5040841808678,2
"CypressCity","2022",2,"no",254,"Roseate Spoonbill",26.1237292278647,-80.5038176309605,1
"CypressCity","2022",3,"no",645,"Wood Stork",26.1241097410006,-80.5043491853365,1
"CypressCity","2022",4,"yes",395,"Great Egret",26.1239789541126,-80.5037983703031,2
"CypressCity","2022",5,"no",1199,"Great Egret",26.1235942939889,-80.503834369905,1
"CypressCity","2022",6,"no",1319,"Great Egret",26.1234426414165,-80.5038731768923,1
"CypressCity","2022",7,"yes",362,"Great Egret",26.1240432362317,-80.5039338908561,2
"CypressCity","2022",8,"yes",384,"Great Egret",26.1231255862113,-80.5039133563812,2
"CypressCity","2022",9,"no",833,"Roseate Spoonbill",26.1236624158944,-80.504329723969,1
"CypressCity","2022",10,"no",1033,"Roseate Spoonbill",26.1235036072003,-80.5039459248673,1
"CypressCity","2022",11,"no",231,"Great Egret",26.1242547864742,-80.5041635814568,1
"CypressCity","2022",12,"no",508,"Great Egret",26.1230439045112,-80.5040598705371,1
"CypressCity","2022",13,"no",821,"Great Egret",26.1242855704725,-80.5043634905788,1
"CypressCity","2022",14,"no",738,"Great Egret",26.1229327575674,-80.5040513824232,1
"CypressCity","2022",15,"no",26,"Great Egret",26.1237638121598,-80.5040733965397,1
"CypressCity","2022",16,"yes",379,"Great Egret",26.1232143248223,-80.5039684125831,2
"CypressCity","2022",17,"no",753,"Great Egret",26.1235342210589,-80.503927104901,1
"CypressCity","2022",18,"yes",305,"Great Egret",26.1242591048176,-80.5041877173811,2
"CypressCity","2022",19,"yes",413,"Great Egret",26.1234591019365,-80.5038321527302,2
"CypressCity","2022",20,"no",1562,"Great Egret",26.1237569518693,-80.5043651752697,1
"CypressCity","2022",21,"no",351,"Great Egret",26.12321883387,-80.5039921872169,1
"CypressCity","2022",22,"yes",311,"Great Blue Heron",26.1241303153743,-80.5042018914789,2
"CypressCity","2022",23,"yes",381,"Great Egret",26.1231745610525,-80.50387148631,2
"CypressCity","2022",24,"no",1094,"Great Egret",26.1242533016513,-80.5043330068794,1
"CypressCity","2022",25,"yes",354,"Great Egret",26.1229977206958,-80.5039992163228,2
"CypressCity","2022",26,"no",643,"Great Egret",26.1241135039873,-80.5043944996157,1
"CypressCity","2022",27,"yes",377,"Great Egret",26.1233466177799,-80.5039094788048,2
"CypressCity","2022",28,"yes",297,"Great Egret",26.1236556254587,-80.5043034131907,2
"CypressCity","2022",29,"no",1685,"Roseate Spoonbill",26.1233914603324,-80.504023000177,1
"CypressCity","2022",30,"yes",365,"Great Egret",26.1238786533609,-80.5038759843022,2
"CypressCity","2022",31,"no",691,"Roseate Spoonbill",26.1233115404354,-80.5041032547978,1
"CypressCity","2022",32,"no",1690,"Great Egret",26.1229151586866,-80.5040981489082,1
"CypressCity","2022",33,"yes",725,"Roseate Spoonbill",26.1231437562885,-80.5040234129024,3
"CypressCity","2022",34,"yes",285,"Great Egret",26.124128747756,-80.5044233961657,2
"CypressCity","2022",35,"yes",98,"Wood Stork",26.1240848642239,-80.5043200939756,2
"CypressCity","2022",36,"yes",414,"Roseate Spoonbill",26.1234257046386,-80.5037200748758,2
"CypressCity","2022",37,"no",1247,"Great Egret",26.1233407679004,-80.5042198206601,1
"CypressCity","2022",38,"yes",406,"Great Egret",26.123674035288,-80.5037609159571,2
"CypressCity","2022",39,"no",514,"Great Egret",26.1229723976757,-80.5039880642266,1
"CypressCity","2022",40,"yes",278,"Great Egret",26.1240679737346,-80.5045710382584,2
"CypressCity","2022",41,"yes",437,"Great Egret",26.12331618188,-80.5036184160927,2
"CypressCity","2022",42,"yes",418,"Great Egret",26.1232818446671,-80.5038334232082,2
"CypressCity","2022",43,"no",213,"Great Egret",26.1233929292459,-80.503550426068,1
"CypressCity","2022",44,"no",670,"Roseate Spoonbill",26.1233833838956,-80.5042426026438,1
"CypressCity","2022",45,"no",83,"Great Egret",26.1240321765089,-80.5045302785619,1
"CypressCity","2022",46,"yes",385,"Great Egret",26.1231298500062,-80.503980611457,4
"CypressCity","2022",47,"yes",236,"Roseate Spoonbill",26.1229230881604,-80.5041739983418,2
"CypressCity","2022",48,"yes",299,"Great Egret",26.1236996854639,-80.5042947803832,2
"CypressCity","2022",49,"no",275,"Great Egret",26.1241211043271,-80.50498295717,1
"CypressCity","2022",50,"yes",422,"Great Egret",26.1231928451017,-80.5038328934925,2
"Forsetti","2022",1,"no",148,"Great Egret",25.886329210542,-80.7016125883693,1
"Forsetti","2022",2,"yes",157,"Great Egret",25.8862366608948,-80.7014650866518,2
"JetportSouth","2022",1,"no",699,"Roseate Spoonbill",25.8042075667884,-80.8493213360484,1
"JetportSouth","2022",2,"no",129,"Great Egret",25.8048519805261,-80.8489669532185,1
"JetportSouth","2022",3,"yes",90,"Great Egret",25.8048747690653,-80.849115758953,2
"JetportSouth","2022",4,"no",490,"Great Egret",25.8015118880029,-80.8497725747508,1
"JetportSouth","2022",5,"no",1058,"Roseate Spoonbill",25.8024139641275,-80.8478021188261,1
"JetportSouth","2022",6,"no",471,"White Ibis",25.8023680486869,-80.8471993274881,1
"JetportSouth","2022",7,"yes",34,"Great Egret",25.8041752418278,-80.8492926146524,4
"JetportSouth","2022",8,"no",85,"Great Egret",25.8051914733479,-80.8491044106822,1
"JetportSouth","2022",9,"no",501,"White Ibis",25.8028063888979,-80.8493061698187,1
"JetportSouth","2022",10,"yes",64,"Great Egret",25.8046320005018,-80.8491195547344,2
"JetportSouth","2022",11,"no",1040,"White Ibis",25.8030208863838,-80.848097643424,1
"JetportSouth","2022",12,"no",859,"White Ibis",25.8019078496467,-80.8472695606087,1
"JetportSouth","2022",13,"no",757,"White Ibis",25.8027938624003,-80.8488941368338,1
"JetportSouth","2022",14,"yes",156,"Roseate Spoonbill",25.8040434440336,-80.8480950469963,4
"JetportSouth","2022",15,"yes",744,"Great Egret",25.8047661371538,-80.8489672276881,2
"JetportSouth","2022",16,"no",545,"Great Egret",25.8020146030615,-80.8479638426004,1
"JetportSouth","2022",17,"yes",159,"White Ibis",25.8030219237254,-80.8480440935569,3
"JetportSouth","2022",18,"yes",722,"Great Egret",25.8041862734697,-80.849285360573,2
"JetportSouth","2022",19,"yes",49,"Great Egret",25.8049029923715,-80.8491761136374,4
"JetportSouth","2022",20,"no",486,"White Ibis",25.8049744703177,-80.8499981181886,1
"JetportSouth","2022",21,"no",829,"White Ibis",25.8027161933921,-80.84803940354,1
"JetportSouth","2022",22,"yes",146,"Great Egret",25.8048901213528,-80.8488156067514,4
"JetportSouth","2022",23,"no",1075,"White Ibis",25.8018686861726,-80.8472970062781,1
"JetportSouth","2022",24,"yes",176,"White Ibis",25.8038944219957,-80.8476236005468,4
"JetportSouth","2022",25,"yes",57,"Great Egret",25.8047687481148,-80.8491846396792,3
"JetportSouth","2022",26,"yes",346,"White Ibis",25.802147686665,-80.8471610456454,4
"JetportSouth","2022",27,"no",275,"Great Egret",25.8047838193046,-80.8489803529041,1
"JetportSouth","2022",28,"no",641,"Great Egret",25.8029835208236,-80.8480177137305,1
"JetportSouth","2022",29,"no",514,"Roseate Spoonbill",25.8018435207107,-80.8487824201729,1
"JetportSouth","2022",30,"yes",866,"White Ibis",25.8023694498363,-80.847140576704,2
"JetportSouth","2022",31,"no",324,"Great Blue Heron",25.803085327414,-80.8479717840032,1
"JetportSouth","2022",32,"yes",96,"White Ibis",25.8047955154016,-80.8490170263636,3
"JetportSouth","2022",33,"no",137,"White Ibis",25.8046814980703,-80.8489037984067,1
"JetportSouth","2022",34,"yes",40,"Great Egret",25.8051220171444,-80.8492155063287,2
"JetportSouth","2022",35,"yes",217,"White Ibis",25.804910923432,-80.8491924124069,4
"JetportSouth","2022",36,"yes",60,"Roseate Spoonbill",25.8047500331125,-80.8491689421134,2
"JetportSouth","2022",37,"yes",726,"Great Egret",25.8050660736611,-80.8490948287626,2
"JetportSouth","2022",38,"no",106,"Great Egret",25.8045616143136,-80.8491074828382,1
"JetportSouth","2022",39,"yes",31,"White Ibis",25.8042937750772,-80.8493505771032,2
"JetportSouth","2022",40,"no",696,"Great Egret",25.8041163375693,-80.8494575652578,1
"JetportSouth","2022",41,"yes",735,"Great Egret",25.8044572772736,-80.8491076924268,2
"JetportSouth","2022",42,"no",173,"White Ibis",25.8045158906645,-80.8478182736078,1
"JetportSouth","2022",43,"yes",71,"Great Egret",25.8042530133456,-80.8492243302625,3
"JetportSouth","2022",44,"no",756,"White Ibis",25.8038983140614,-80.8490046397636,1
"JetportSouth","2022",45,"no",826,"Great Egret",25.8030202039181,-80.8479640998621,1
"JetportSouth","2022",46,"yes",25,"Great Egret",25.8045314869805,-80.8492923043544,3
"JetportSouth","2022",47,"yes",86,"Great Egret",25.8050531879681,-80.8490024831735,4
"JetportSouth","2022",48,"no",264,"Great Egret",25.8050465640426,-80.8489490810815,1
"JetportSouth","2022",49,"yes",291,"Great Egret",25.8049942788515,-80.8489145467271,2
"JetportSouth","2022",50,"yes",537,"White Ibis",25.8029994461518,-80.8480509547501,3
"StartMel","2020",1,"yes",173,"Great Egret",25.9485096517209,-80.6383666526475,3
"StartMel","2020",2,"no",936,"Great Egret",25.9478982324906,-80.6382726618964,1
"StartMel","2020",3,"yes",141,"Great Egret",25.94893485635,-80.6385610752148,5
"StartMel","2020",4,"no",145,"Great Egret",25.9485390079037,-80.6384399632808,1
"StartMel","2020",5,"no",9,"Great Egret",25.948536197837,-80.6385775538582,1
"StartMel","2020",6,"yes",341,"Great Egret",25.9479097579563,-80.6382850488282,3
"StartMel","2020",7,"no",862,"Great Egret",25.9488456341926,-80.6384143780812,1
"StartMel","2020",8,"yes",301,"Great Egret",25.9483524665716,-80.638446198071,3
"StartMel","2020",9,"yes",410,"Great Egret",25.9478597008128,-80.6384828130666,2
"StartMel","2020",10,"no",221,"White Ibis",25.9488371472875,-80.6382244932755,1
"StartMel","2020",11,"yes",98,"Great Egret",25.9475904258882,-80.638218951017,6
"StartMel","2020",12,"no",537,"Great Egret",25.9480694206824,-80.6384214792067,1
"StartMel","2020",13,"yes",30,"Great Egret",25.9479796259324,-80.6385607496469,6
"StartMel","2020",14,"yes",595,"Great Egret",25.9485676593122,-80.6380650774321,3
"StartMel","2020",15,"no",335,"Great Egret",25.9483994793913,-80.6382597927512,1
"StartMel","2020",16,"no",159,"Great Egret",25.9480165015659,-80.6384755147331,1
"StartMel","2020",17,"no",739,"Great Egret",25.9488423991592,-80.6384324153011,1
"StartMel","2020",18,"yes",97,"Great Egret",25.9476434553652,-80.638120263136,8
"StartMel","2020",19,"no",988,"Great Egret",25.9476358089059,-80.6382318848884,1
"StartMel","2020",20,"yes",322,"Great Egret",25.9489518212091,-80.6383358337582,4
"StartMel","2020",21,"yes",100,"Great Egret",25.9485847927402,-80.6380283078786,8
"StartMel","2020",22,"yes",230,"Great Egret",25.9482904662272,-80.6382126854965,3
"StartMel","2020",23,"yes",5,"Great Egret",25.9487333479554,-80.6386488073133,6
"StartMel","2020",24,"yes",363,"Great Egret",25.9486054459922,-80.6380701651827,2
"StartMel","2020",25,"no",358,"Great Egret",25.9488021256779,-80.638159901997,1
"StartMel","2020",26,"yes",66,"Great Egret",25.9490005022791,-80.6381107597714,5
"StartMel","2020",27,"no",272,"Great Egret",25.9481035837234,-80.6387313237781,1
"StartMel","2020",28,"yes",61,"Great Egret",25.9477405391668,-80.6382858987598,7
"StartMel","2020",29,"yes",214,"Great Egret",25.949013477372,-80.63823225846,3
"StartMel","2020",30,"yes",257,"Great Egret",25.9489766432037,-80.6380357619073,4
"StartMel","2020",31,"no",621,"Great Egret",25.9480091083991,-80.6385921489921,1
"StartMel","2020",32,"no",580,"Great Egret",25.9478184053016,-80.6382684984862,1
"StartMel","2020",33,"yes",327,"Great Egret",25.9488537526134,-80.638349856638,2
"StartMel","2020",34,"no",779,"Great Egret",25.9479523836267,-80.6383730228555,1
"StartMel","2020",35,"no",927,"Great Egret",25.9479557262819,-80.6383296824575,1
"StartMel","2020",36,"yes",293,"Great Egret",25.9476122586469,-80.6385509742157,2
"StartMel","2020",37,"no",573,"Great Egret",25.9479310675129,-80.6383379605681,1
"StartMel","2020",38,"no",582,"Great Egret",25.9478531339238,-80.6382608791648,1
"StartMel","2020",39,"yes",46,"Great Egret",25.9479228223733,-80.6383926357936,2
"StartMel","2020",40,"yes",31,"Great Egret",25.948045936037,-80.6385046148906,8
"StartMel","2020",41,"no",36,"Great Egret",25.9477642105578,-80.6385702627001,1
"StartMel","2020",42,"no",708,"Great Egret",25.9476666657255,-80.6387522990592,1
"StartMel","2020",43,"yes",112,"Great Egret",25.9488869092439,-80.6385763691076,4
"StartMel","2020",44,"no",95,"Great Egret",25.9477725659493,-80.6381488045904,1
"StartMel","2020",45,"yes",6,"Great Egret",25.948616748131,-80.638607466983,7
"StartMel","2020",46,"yes",32,"Great Egret",25.9478012075105,-80.638472493165,6
"StartMel","2020",47,"no",574,"Great Egret",25.947930948642,-80.6383533438048,1
"StartMel","2020",48,"no",133,"Great Egret",25.9478179359715,-80.6386869314388,1
"StartMel","2020",49,"no",184,"Great Egret",25.9482376695209,-80.6383761458566,1
"StartMel","2020",50,"no",72,"Great Egret",25.9489057584983,-80.6381626440325,1
"Joule","2020",1,"no",289,"Great Egret",26.0124055759614,-80.6314949718849,1
"Joule","2020",2,"yes",611,"Great Egret",26.0117900621954,-80.6308354654403,2
"Joule","2020",3,"yes",722,"Great Egret",26.0127526196664,-80.6313193454834,3
"Joule","2020",4,"no",1900,"Great Egret",26.0117132047331,-80.6305566489052,1
"Joule","2020",5,"yes",447,"Great Egret",26.0123884093025,-80.6313369880311,3
"Joule","2020",6,"no",2106,"Great Egret",26.0125187731877,-80.631216021812,1
"Joule","2020",7,"no",945,"Great Egret",26.0121190538425,-80.6306756287253,1
"Joule","2020",8,"yes",1154,"Great Blue Heron",26.0127328917244,-80.6306698540164,3
"Joule","2020",9,"yes",241,"Great Egret",26.0123793950942,-80.6308001843954,2
"Joule","2020",10,"no",1059,"Great Egret",26.0118551869253,-80.6311604172522,1
"Joule","2020",11,"no",1744,"Wood Stork",26.0122350990856,-80.6308160544617,1
"Joule","2020",12,"yes",262,"Great Egret",26.0118882859686,-80.6306915352326,6
"Joule","2020",13,"no",526,"Great Egret",26.0122270666445,-80.6309609764057,1
"Joule","2020",14,"yes",310,"Great Egret",26.0121827872045,-80.6312329811672,3
"Joule","2020",15,"yes",58,"Great Egret",26.0123754032921,-80.6308902923602,3
"Joule","2020",16,"yes",323,"Great Egret",26.0132003440966,-80.6309470889623,4
"Joule","2020",17,"yes",201,"Great Egret",26.0116359226147,-80.6310768816937,5
"Joule","2020",18,"yes",757,"Great Egret",26.0118246827059,-80.6312925786776,2
"Joule","2020",19,"no",1078,"Roseate Spoonbill",26.0123850581595,-80.6309919843362,1
"Joule","2020",20,"no",795,"White Ibis",26.0123178773138,-80.6310837741617,1
"Joule","2020",21,"no",497,"Great Egret",26.0126497008168,-80.6310645469466,1
"Joule","2020",22,"no",1128,"Great Egret",26.0122463205805,-80.6308172987329,1
"Joule","2020",23,"yes",656,"Great Egret",26.012107561323,-80.6306562415575,2
"Joule","2020",24,"yes",1191,"Great Egret",26.0127885007766,-80.6305203404776,3
"Joule","2020",25,"no",2047,"Great Egret",26.0119422193481,-80.6305472637991,1
"Joule","2020",26,"yes",702,"Great Egret",26.0119390345059,-80.6304216210397,4
"Joule","2020",27,"yes",141,"Great Egret",26.0129305067388,-80.6315037255494,2
"Joule","2020",28,"no",799,"Great Egret",26.0122942001932,-80.6310244345101,1
"Joule","2020",29,"no",1613,"Great Egret",26.012335403268,-80.6309542442926,1
"Joule","2020",30,"yes",255,"Great Egret",26.01221094348,-80.6306936853236,5
"Joule","2020",31,"yes",111,"Great Egret",26.012132777341,-80.6306343933584,5
"Joule","2020",32,"no",223,"Great Egret",26.0124414527981,-80.6308698898788,1
"Joule","2020",33,"yes",182,"Great Egret",26.0122134327865,-80.6311574076347,4
"Joule","2020",34,"no",1910,"Great Egret",26.0122219075805,-80.6315932439419,1
"Joule","2020",35,"no",119,"Great Egret",26.0118970847209,-80.6305371985433,1
"Joule","2020",36,"no",1439,"Great Egret",26.0122063440898,-80.63071028852,1
"Joule","2020",37,"no",1153,"Great Egret",26.0127084416412,-80.6307514977187,1
"Joule","2020",38,"yes",216,"Great Egret",26.0120056102333,-80.6309684442419,6
"Joule","2020",39,"no",500,"Great Egret",26.0125945056386,-80.6310196044998,1
"Joule","2020",40,"no",1627,"Great Egret",26.0123740743697,-80.631055944463,1
"Joule","2020",41,"no",46,"Great Egret",26.0117977656264,-80.6310027694979,1
"Joule","2020",42,"yes",531,"Great Egret",26.0120908404435,-80.6310613420836,2
"Joule","2020",43,"no",17,"Great Egret",26.0125223027808,-80.6311651106087,1
"Joule","2020",44,"yes",30,"Great Egret",26.0123656858199,-80.6310192336898,6
"Joule","2020",45,"yes",223,"Great Egret",26.0124371018287,-80.6308449209308,6
"Joule","2020",46,"no",970,"Great Egret",26.0122733334299,-80.6306251846341,1
"Joule","2020",47,"yes",509,"Wood Stork",26.012376819314,-80.6309868541254,2
"Joule","2020",48,"no",1275,"Great Egret",26.0122733852892,-80.6310663194014,1
"Joule","2020",49,"yes",40,"Great Egret",26.0120868970544,-80.631118464117,2
"Joule","2020",50,"yes",654,"Wood Stork",26.0121007126177,-80.630642519472,2
"6thBridge","2020",1,"no",34111,"White Ibis",26.1222535339356,-80.5414226201212,1
"6thBridge","2020",2,"yes",5633,"Roseate Spoonbill",26.1213038560222,-80.5418259521996,4
"6thBridge","2020",3,"no",29213,"White Ibis",26.1218326723499,-80.5407258198664,1
"6thBridge","2020",4,"no",1728,"Great Egret",26.1212316465175,-80.5407215592408,1
"6thBridge","2020",5,"yes",2622,"White Ibis",26.1205044792468,-80.5402857154376,3
"6thBridge","2020",6,"no",14966,"White Ibis",26.1215702758506,-80.5398828969066,1
"6thBridge","2020",7,"yes",11955,"White Ibis",26.1228921812218,-80.5406428375157,5
"6thBridge","2020",8,"yes",9297,"White Ibis",26.1222361876598,-80.5411916422768,3
"6thBridge","2020",9,"no",75393,"White Ibis",26.1187052415518,-80.5391442788394,1
"6thBridge","2020",10,"yes",2019,"White Ibis",26.1214904305044,-80.5406596205308,4
"6thBridge","2020",11,"yes",3797,"White Ibis",26.1188787620659,-80.5395179426068,4
"6thBridge","2020",12,"no",65052,"White Ibis",26.1194737760192,-80.5403593803071,1
"6thBridge","2020",13,"yes",47878,"White Ibis",26.1188002977577,-80.5399484978862,2
"6thBridge","2020",14,"yes",56691,"White Ibis",26.1196532711946,-80.5387829486233,3
"6thBridge","2020",15,"no",82590,"White Ibis",26.1196471769329,-80.5402577344398,1
"6thBridge","2020",16,"yes",40212,"Roseate Spoonbill",26.1213596243528,-80.5413274579467,2
"6thBridge","2020",17,"yes",41870,"White Ibis",26.123166678175,-80.5408489971364,2
"6thBridge","2020",18,"no",54545,"White Ibis",26.1189767535563,-80.5389995237085,1
"6thBridge","2020",19,"yes",41769,"White Ibis",26.1235061002141,-80.5408673725977,3
"6thBridge","2020",20,"yes",51292,"White Ibis",26.1195916312822,-80.5394298242881,2
"6thBridge","2020",21,"no",59831,"White Ibis",26.1229151176193,-80.5414170138969,1
"6thBridge","2020",22,"no",31638,"White Ibis",26.120865261922,-80.5401146120328,1
"6thBridge","2020",23,"no",84569,"White Ibis",26.1188302140071,-80.5397041465411,1
"6thBridge","2020",24,"yes",9491,"White Ibis",26.1208959200671,-80.5411753071438,3
"6thBridge","2020",25,"no",40951,"White Ibis",26.1205763158111,-80.5411385941804,1
"6thBridge","2020",26,"no",9672,"White Ibis",26.1201241002343,-80.5412052408523,1
"6thBridge","2020",27,"no",15400,"White Ibis",26.1199640303402,-80.5398506125887,1
"6thBridge","2020",28,"no",82947,"White Ibis",26.1221176253403,-80.540066835091,1
"6thBridge","2020",29,"yes",18415,"White Ibis",26.1199141230854,-80.5389755573045,3
"6thBridge","2020",30,"no",66449,"White Ibis",26.1187662683661,-80.5402931177557,1
"6thBridge","2020",31,"yes",42756,"White Ibis",26.1222690956023,-80.5406402373598,2
"6thBridge","2020",32,"yes",1174,"Great Egret",26.120761113441,-80.541141434338,5
"6thBridge","2020",33,"yes",36499,"White Ibis",26.1199611547047,-80.5399849308118,3
"6thBridge","2020",34,"yes",53565,"White Ibis",26.1186625946827,-80.5391736853711,3
"6thBridge","2020",35,"no",24789,"Great Egret",26.1209195547846,-80.5413544470309,1
"6thBridge","2020",36,"no",89200,"White Ibis",26.1202231248884,-80.5388440505943,1
"6thBridge","2020",37,"yes",56243,"White Ibis",26.1201940907022,-80.5387571953566,3
"6thBridge","2020",38,"no",78669,"Great Egret",26.1201593258727,-80.5410218010938,1
"6thBridge","2020",39,"no",18057,"White Ibis",26.1197303800902,-80.5391509423218,1
"6thBridge","2020",40,"no",85839,"White Ibis",26.1194454154158,-80.5394493119471,1
"6thBridge","2020",41,"no",36136,"Great Egret",26.1226341439111,-80.540161236543,1
"6thBridge","2020",42,"yes",1893,"White Ibis",26.1227383551892,-80.5406345351976,6
"6thBridge","2020",43,"yes",1014,"White Ibis",26.122420319676,-80.540990251126,5
"6thBridge","2020",44,"yes",13131,"Great Egret",26.1197252608314,-80.540399761282,5
"6thBridge","2020",45,"no",63945,"White Ibis",26.1207281977627,-80.540552281467,1
"6thBridge","2020",46,"yes",18031,"White Ibis",26.1198018712541,-80.5392232354408,3
"6thBridge","2020",47,"yes",12003,"White Ibis",26.1226871342388,-80.5405854530929,4
"6thBridge","2020",48,"no",88107,"White Ibis",26.1187431559504,-80.5390437919218,1
"6thBridge","2020",49,"no",31712,"White Ibis",26.1204817486252,-80.5401436117655,1
"6thBridge","2020",50,"yes",3949,"White Ibis",26.1193652992329,-80.5393371700058,4
"StartMel","2021",1,"yes",100,"Great Egret",25.9474342403522,-80.6386398447524,7
"StartMel","2021",2,"no",42,"Great Egret",25.9481364786004,-80.6385081328161,1
"StartMel","2021",3,"no",1182,"Great Egret",25.9474374078692,-80.6386393624816,1
"StartMel","2021",4,"yes",126,"Great Egret",25.9482965386011,-80.6383205359015,8
"StartMel","2021",5,"no",708,"Great Egret",25.9486012652072,-80.6380742317324,1
"StartMel","2021",6,"yes",189,"Great Egret",25.9483295415099,-80.6385409141987,4
"StartMel","2021",7,"no",519,"White Ibis",25.9477971198244,-80.6381034777357,1
"StartMel","2021",8,"no",152,"White Ibis",25.9487258301947,-80.6389802522699,1
"StartMel","2021",9,"no",707,"Great Egret",25.948627433015,-80.6381208718247,1
"StartMel","2021",10,"no",423,"Roseate Spoonbill",25.9477590171025,-80.6387899501677,1
"StartMel","2021",11,"yes",67,"Great Egret",25.9483918221762,-80.6380763152769,7
"StartMel","2021",12,"yes",546,"Great Egret",25.9483897532974,-80.638655387406,5
"StartMel","2021",13,"no",299,"White Ibis",25.9479838358709,-80.6370317629464,1
"StartMel","2021",14,"no",549,"Great Egret",25.9482796400303,-80.6386308551702,1
"StartMel","2021",15,"yes",2,"Great Egret",25.9478488669985,-80.63878172089,11
"StartMel","2021",16,"no",393,"Great Egret",25.947782838489,-80.6381266518298,1
"StartMel","2021",17,"no",963,"Great Egret",25.9491068885954,-80.6382124233733,1
"StartMel","2021",18,"no",711,"Great Egret",25.9483389953245,-80.6381540324992,1
"StartMel","2021",19,"yes",275,"White Ibis",25.9492330611427,-80.6378112157969,2
"StartMel","2021",20,"no",555,"White Ibis",25.9482596112269,-80.6386164107709,1
"StartMel","2021",21,"yes",110,"Great Egret",25.9482419108695,-80.6385431258204,4
"StartMel","2021",22,"yes",1115,"Great Egret",25.9479587752677,-80.638335518705,3
"StartMel","2021",23,"yes",274,"Great Egret",25.9477994019309,-80.6381265035531,2
"StartMel","2021",24,"yes",996,"Great Egret",25.9477641990166,-80.6387666640433,3
"StartMel","2021",25,"yes",20,"Great Egret",25.9478081254519,-80.6387152448438,10
"StartMel","2021",26,"yes",69,"Great Egret",25.9477762314052,-80.6380563696468,13
"StartMel","2021",27,"no",584,"Wood Stork",25.9478264612416,-80.6386228271845,1
"StartMel","2021",28,"yes",48,"Great Egret",25.947691323911,-80.6385441077825,3
"StartMel","2021",29,"no",641,"Great Egret",25.9478149036431,-80.638555015965,1
"StartMel","2021",30,"yes",79,"Great Egret",25.9486158267285,-80.638609918191,3
"StartMel","2021",31,"yes",35,"Great Egret",25.9485332070855,-80.6385119855501,10
"StartMel","2021",32,"no",604,"Great Egret",25.9488433629219,-80.6384760716568,1
"StartMel","2021",33,"yes",22,"Great Egret",25.9475748885904,-80.6385892605252,4
"StartMel","2021",34,"yes",152,"White Ibis",25.9489597695482,-80.6389005157092,2
"StartMel","2021",35,"yes",172,"Great Egret",25.948589713916,-80.6386651294326,4
"StartMel","2021",36,"no",1290,"White Ibis",25.9494412773385,-80.6384466560045,1
"StartMel","2021",37,"no",739,"Great Egret",25.9479020695683,-80.63869675719,1
"StartMel","2021",38,"no",149,"White Ibis",25.9480925346586,-80.6370587701886,1
"StartMel","2021",39,"no",1056,"White Ibis",25.9491420040811,-80.6386924377672,1
"StartMel","2021",40,"no",293,"White Ibis",25.9479871397192,-80.6371138795231,1
"StartMel","2021",41,"no",312,"Great Egret",25.9481871208697,-80.6385990268804,1
"StartMel","2021",42,"no",291,"White Ibis",25.9482328794986,-80.637148806297,1
"StartMel","2021",43,"no",306,"Great Egret",25.9476245510508,-80.6388026115572,1
"StartMel","2021",44,"no",329,"Great Egret",25.9476646501213,-80.6382800126692,1
"StartMel","2021",45,"yes",3,"Great Egret",25.9477592387846,-80.6387198214759,7
"StartMel","2021",46,"yes",15,"Great Egret",25.9481324007991,-80.6386265775181,8
"StartMel","2021",47,"yes",42,"Great Egret",25.9481542701776,-80.6385017571881,7
"StartMel","2021",48,"yes",480,"Great Egret",25.9480648343094,-80.6384226140905,3
"StartMel","2021",49,"yes",17,"Great Egret",25.9481381662369,-80.6386808258989,8
"StartMel","2021",50,"yes",145,"Great Egret",25.9477519227664,-80.6381184269588,2
"Joule","2021",1,"no",1678,"Great Egret",26.0122199713395,-80.6306088579237,1
"Joule","2021",2,"yes",528,"Great Egret",26.0114791975041,-80.6312139902213,2
"Joule","2021",3,"no",195,"White Ibis",26.0130423678386,-80.630118913268,1
"Joule","2021",4,"yes",569,"Great Egret",26.0118454135603,-80.6309038008816,2
"Joule","2021",5,"no",2013,"Great Egret",26.0115447141462,-80.6308841672451,1
"Joule","2021",6,"yes",333,"Great Egret",26.0118571944269,-80.6311562807605,4
"Joule","2021",7,"no",718,"Great Egret",26.0116087416723,-80.6310328574029,1
"Joule","2021",8,"no",2207,"Great Egret",26.0121426573773,-80.6307517286392,1
"Joule","2021",9,"no",1256,"White Ibis",26.0131221305979,-80.6299553947421,1
"Joule","2021",10,"yes",346,"Great Egret",26.0118701436112,-80.6310144569284,3
"Joule","2021",11,"yes",1497,"Great Egret",26.0118585940079,-80.631244519065,3
"Joule","2021",12,"no",979,"Great Egret",26.011458078292,-80.6310326452742,1
"Joule","2021",13,"no",433,"Great Egret",26.0124168558873,-80.6315594867737,1
"Joule","2021",14,"yes",370,"Great Egret",26.0115286234719,-80.6308261600293,4
